timestamp,pm
2021-08-05 21:00:00,4.03081
2021-08-05 22:00:00,4.06368
2021-08-05 23:00:00,2.6872
2021-08-06 00:00:00,3.44104
2021-08-06 01:00:00,2.32547
2021-08-06 02:00:00,4.99763
2021-08-06 03:00:00,3.66194
2021-08-06 04:00:00,3.76123
2021-08-06 05:00:00,4.05938
2021-08-06 06:00:00,4.51415
2021-08-06 07:00:00,4.60427
2021-08-06 08:00:00,4.43839
2021-08-06 09:00:00,5.37232
2021-08-06 10:00:00,6.08057
2021-08-06 11:00:00,6.99529
2021-08-06 12:00:00,7.76359
2021-08-06 13:00:00,6.59059
2021-08-06 14:00:00,9.2381
2021-08-06 15:00:00,5.81132
2021-08-06 16:00:00,4.64789
2021-08-06 17:00:00,2.18246
2021-08-06 18:00:00,1.18588
2021-08-06 19:00:00,1.15023
2021-08-06 20:00:00,1.78251
2021-08-06 21:00:00,1.10588
2021-08-06 22:00:00,0.97636
2021-08-06 23:00:00,0.77176
2021-08-07 00:00:00,0.80047
2021-08-07 01:00:00,1.48471
2021-08-07 02:00:00,0.73759
2021-08-07 03:00:00,0.17925
2021-08-07 04:00:00,0.55294
2021-08-07 05:00:00,2.80378
2021-08-07 06:00:00,3.08962
2021-08-07 07:00:00,4.04009
2021-08-07 08:00:00,4.5684
2021-08-07 09:00:00,6.51551
2021-08-07 10:00:00,6.25472
2021-08-07 11:00:00,5.13349
2021-08-07 12:00:00,2.88626
2021-08-07 13:00:00,2.13882
2021-08-07 14:00:00,1.67925
2021-08-07 15:00:00,1.51537
2021-08-07 16:00:00,1.50355
2021-08-07 17:00:00,1.50827
2021-08-07 18:00:00,1.28235
2021-08-07 19:00:00,1.72038
2021-08-07 20:00:00,2.38588
2021-08-07 21:00:00,2.74413
2021-08-07 22:00:00,3.26353
2021-08-07 23:00:00,5.17689
2021-08-08 00:00:00,2.6934
2021-08-08 01:00:00,7.1639
2021-08-08 02:00:00,4.63208
2021-08-08 03:00:00,7.59906
2021-08-08 04:00:00,7.97163
2021-08-08 05:00:00,7.34198
2021-08-08 06:00:00,4.73349
2021-08-08 07:00:00,4.09456
2021-08-08 08:00:00,4.60563
2021-08-08 09:00:00,5.02143
2021-08-08 10:00:00,4.33967
2021-08-08 11:00:00,3.77541
2021-08-08 12:00:00,3.52113
2021-08-08 13:00:00,3.19718
2021-08-08 14:00:00,1.72813
2021-08-08 15:00:00,1.78066
2021-08-08 16:00:00,1.89598
2021-08-08 17:00:00,1.56706
2021-08-08 18:00:00,1.45024
2021-08-08 19:00:00,1.26714
2021-08-08 20:00:00,3.21462
2021-08-08 21:00:00,4.87707
2021-08-08 22:00:00,7.14387
2021-08-08 23:00:00,7.47045
2021-08-09 00:00:00,7.60143
2021-08-09 01:00:00,7.47268
2021-08-09 02:00:00,8.26316
2021-08-09 03:00:00,8.13571
2021-08-09 04:00:00,7.35782
2021-08-09 05:00:00,6.89362
2021-08-09 06:00:00,8.2654
2021-08-09 07:00:00,8.32701
2021-08-09 08:00:00,7.66667
2021-08-09 09:00:00,6.31981
2021-08-09 10:00:00,4.48113
2021-08-09 11:00:00,3.76235
2021-08-09 12:00:00,3.39336
2021-08-09 13:00:00,3.41176
2021-08-09 14:00:00,4.12471
2021-08-09 15:00:00,4.60235
2021-08-09 16:00:00,4.51887
2021-08-09 17:00:00,4.25
2021-08-09 18:00:00,4.97406
2021-08-09 19:00:00,5.21986
2021-08-09 20:00:00,5.77541
2021-08-09 21:00:00,7.02138
2021-08-09 22:00:00,6.46081
2021-08-09 23:00:00,6.56265
2021-08-10 00:00:00,6.55582
2021-08-10 01:00:00,6.40476
2021-08-10 02:00:00,6.46556
2021-08-10 03:00:00,7.04717
2021-08-10 04:00:00,6.25891
2021-08-10 05:00:00,6.37292
2021-08-10 06:00:00,5.54717
2021-08-10 07:00:00,5.49763
2021-08-10 08:00:00,5.75708
2021-08-10 09:00:00,5.95433
2021-08-10 10:00:00,6.4717
2021-08-10 11:00:00,6.43499
2021-08-10 12:00:00,5.2783
2021-08-10 13:00:00,5.54953
2021-08-10 14:00:00,4.48009
2021-08-10 15:00:00,4.18676
2021-08-10 16:00:00,3.99765
2021-08-10 17:00:00,4.95981
2021-08-10 18:00:00,6.68
2021-08-10 19:00:00,7.37825
2021-08-10 20:00:00,9.7601
2021-08-10 21:00:00,10.08551
2021-08-10 22:00:00,10.43437
2021-08-10 23:00:00,9.47857
2021-08-11 00:00:00,9.44418
2021-08-11 01:00:00,9.16627
2021-08-11 02:00:00,8.6381
2021-08-11 03:00:00,9.14489
2021-08-11 04:00:00,9.22565
2021-08-11 05:00:00,10.48333
2021-08-11 06:00:00,11.01663
2021-08-11 07:00:00,9.72381
2021-08-11 08:00:00,11.58711
2021-08-11 09:00:00,9.65632
2021-08-11 10:00:00,7.61229
2021-08-11 11:00:00,6.08491
2021-08-11 12:00:00,6.0
2021-08-11 13:00:00,6.65493
2021-08-11 14:00:00,6.14353
2021-08-11 15:00:00,6.66194
2021-08-11 16:00:00,5.97136
2021-08-11 17:00:00,7.63679
2021-08-11 18:00:00,8.34279
2021-08-11 19:00:00,7.79097
2021-08-11 20:00:00,8.33492
2021-08-11 21:00:00,9.42043
2021-08-11 22:00:00,9.04502
2021-08-11 23:00:00,8.79572
2021-08-12 00:00:00,8.44208
2021-08-12 01:00:00,9.19048
2021-08-12 02:00:00,11.13507
2021-08-12 03:00:00,11.86905
2021-08-12 04:00:00,11.12381
2021-08-12 05:00:00,11.33649
2021-08-12 06:00:00,12.03791
2021-08-12 07:00:00,12.68496
2021-08-12 08:00:00,8.99052
2021-08-12 09:00:00,6.17143
2021-08-12 10:00:00,5.35461
2021-08-12 11:00:00,4.69176
2021-08-12 12:00:00,5.47406
2021-08-12 13:00:00,9.98812
2021-08-12 14:00:00,8.09242
2021-08-12 15:00:00,8.29929
2021-08-12 16:00:00,8.54028
2021-08-12 17:00:00,8.41706
2021-08-12 18:00:00,7.02844
2021-08-12 19:00:00,8.09716
2021-08-12 20:00:00,8.48578
2021-08-12 21:00:00,8.10689
2021-08-12 22:00:00,10.59762
2021-08-12 23:00:00,9.66983
2021-08-13 00:00:00,8.88599
2021-08-13 01:00:00,8.89549
2021-08-13 02:00:00,9.47031
2021-08-13 03:00:00,9.79952
2021-08-13 04:00:00,11.33095
2021-08-13 05:00:00,7.03546
2021-08-13 06:00:00,5.76066
2021-08-13 07:00:00,5.6533
2021-08-13 08:00:00,3.64
2021-08-13 09:00:00,2.92654
2021-08-13 10:00:00,2.97163
2021-08-13 11:00:00,3.12766
2021-08-13 12:00:00,3.10875
2021-08-13 13:00:00,2.88889
2021-08-13 14:00:00,2.23474
2021-08-13 15:00:00,2.44471
2021-08-13 16:00:00,2.86525
2021-08-13 17:00:00,2.65882
2021-08-13 18:00:00,3.24882
2021-08-13 19:00:00,3.52235
2021-08-13 20:00:00,4.71158
2021-08-13 21:00:00,5.76887
2021-08-13 22:00:00,5.54588
2021-08-13 23:00:00,7.74584
2021-08-14 00:00:00,7.1327
2021-08-14 01:00:00,6.59338
2021-08-14 02:00:00,6.17773
2021-08-14 03:00:00,6.03791
2021-08-14 04:00:00,4.52358
2021-08-14 05:00:00,4.20706
2021-08-14 06:00:00,5.00237
2021-08-14 07:00:00,5.80189
2021-08-14 08:00:00,6.01909
2021-08-14 09:00:00,5.80714
2021-08-14 10:00:00,6.75294
2021-08-14 11:00:00,7.08038
2021-08-14 12:00:00,8.38863
2021-08-14 13:00:00,10.25768
2021-08-14 14:00:00,9.1182
2021-08-14 15:00:00,8.57346
2021-08-14 16:00:00,9.53333
2021-08-14 17:00:00,10.05476
2021-08-14 18:00:00,10.60333
2021-08-14 19:00:00,10.01188
2021-08-14 20:00:00,12.30714
2021-08-14 21:00:00,10.75118
2021-08-14 22:00:00,10.3981
2021-08-14 23:00:00,10.48456
2021-08-15 00:00:00,10.8881
2021-08-15 01:00:00,9.8
2021-08-15 02:00:00,8.38242
2021-08-15 03:00:00,6.93144
2021-08-15 04:00:00,7.19622
2021-08-15 05:00:00,7.36993
2021-08-15 06:00:00,8.18009
2021-08-15 07:00:00,5.7
2021-08-15 08:00:00,5.9078
2021-08-15 09:00:00,5.80952
2021-08-15 10:00:00,5.48349
2021-08-15 11:00:00,5.88626
2021-08-15 12:00:00,5.92671
2021-08-15 13:00:00,8.28774
2021-08-15 14:00:00,8.19715
2021-08-15 15:00:00,5.71059
2021-08-15 16:00:00,5.13615
2021-08-15 17:00:00,4.56338
2021-08-15 18:00:00,5.32624
2021-08-15 19:00:00,6.10849
2021-08-15 20:00:00,9.00475
2021-08-15 21:00:00,11.51313
2021-08-15 22:00:00,9.38389
2021-08-15 23:00:00,8.5036
2021-08-16 00:00:00,8.36643
2021-08-16 01:00:00,9.67143
2021-08-16 02:00:00,10.45476
2021-08-16 03:00:00,11.27619
2021-08-16 04:00:00,10.68019
2021-08-16 05:00:00,10.79097
2021-08-16 06:00:00,11.08789
2021-08-16 07:00:00,11.48571
2021-08-16 08:00:00,13.12381
2021-08-16 09:00:00,10.82933
2021-08-16 10:00:00,9.17577
2021-08-16 11:00:00,7.2891
2021-08-16 12:00:00,6.25829
2021-08-16 13:00:00,4.44131
2021-08-16 14:00:00,3.71294
2021-08-16 15:00:00,4.00468
2021-08-16 16:00:00,3.90376
2021-08-16 17:00:00,4.02576
2021-08-16 18:00:00,3.66903
2021-08-16 19:00:00,5.29787
2021-08-16 20:00:00,5.11401
2021-08-16 21:00:00,5.72104
2021-08-16 22:00:00,5.974
2021-08-16 23:00:00,6.27488
2021-08-17 00:00:00,6.09242
2021-08-17 01:00:00,6.82619
2021-08-17 02:00:00,6.04471
2021-08-17 03:00:00,6.2109
2021-08-17 04:00:00,5.44076
2021-08-17 05:00:00,4.82464
2021-08-17 06:00:00,5.48463
2021-08-17 07:00:00,4.48578
2021-08-17 08:00:00,3.36
2021-08-17 09:00:00,2.56057
2021-08-17 10:00:00,1.82185
2021-08-17 11:00:00,1.32706
2021-08-17 12:00:00,1.37882
2021-08-17 13:00:00,1.51765
2021-08-17 14:00:00,1.65728
2021-08-17 15:00:00,2.72941
2021-08-17 16:00:00,3.51415
2021-08-17 17:00:00,3.13208
2021-08-17 18:00:00,4.33882
2021-08-17 19:00:00,5.76179
2021-08-17 20:00:00,5.4279
2021-08-17 21:00:00,6.30144
2021-08-17 22:00:00,6.44681
2021-08-17 23:00:00,6.82339
2021-08-18 00:00:00,6.9905
2021-08-18 01:00:00,6.02844
2021-08-18 02:00:00,6.1619
2021-08-18 03:00:00,6.47268
2021-08-18 04:00:00,6.81754
2021-08-18 05:00:00,6.66903
2021-08-18 06:00:00,6.58726
2021-08-18 07:00:00,5.20095
2021-08-18 08:00:00,4.81368
2021-08-18 09:00:00,4.21905
2021-08-18 10:00:00,3.75414
2021-08-18 11:00:00,5.60377
2021-08-18 12:00:00,9.21905
2021-08-18 13:00:00,12.31517
2021-08-18 14:00:00,11.42043
2021-08-18 15:00:00,14.96919
2021-08-18 16:00:00,14.04286
2021-08-18 17:00:00,8.89125
2021-08-18 18:00:00,9.58768
2021-08-18 19:00:00,9.19048
2021-08-18 20:00:00,7.4208
2021-08-18 21:00:00,7.74524
2021-08-18 22:00:00,8.50948
2021-08-18 23:00:00,8.98565
2021-08-19 00:00:00,8.33967
2021-08-19 01:00:00,6.62708
2021-08-19 02:00:00,6.64455
2021-08-19 03:00:00,5.39048
2021-08-19 04:00:00,5.73176
2021-08-19 05:00:00,5.92399
2021-08-19 06:00:00,7.12057
2021-08-19 07:00:00,8.88599
2021-08-19 08:00:00,9.47867
2021-08-19 09:00:00,10.95694
2021-08-19 10:00:00,12.5545
2021-08-19 11:00:00,13.22986
2021-08-19 12:00:00,14.9119
2021-08-19 13:00:00,10.36342
2021-08-19 14:00:00,11.73634
2021-08-19 15:00:00,9.66825
2021-08-19 16:00:00,9.8981
2021-08-19 17:00:00,9.94062
2021-08-19 18:00:00,11.12559
2021-08-19 19:00:00,13.57619
2021-08-19 20:00:00,16.13126
2021-08-19 21:00:00,17.17577
2021-08-19 22:00:00,18.90736
2021-08-19 23:00:00,19.52745
2021-08-20 00:00:00,14.00948
2021-08-20 01:00:00,12.96912
2021-08-20 02:00:00,15.04255
2021-08-20 03:00:00,15.33967
2021-08-20 04:00:00,16.42317
2021-08-20 05:00:00,18.5
2021-08-20 06:00:00,18.34442
2021-08-20 07:00:00,20.75714
2021-08-20 08:00:00,22.25891
2021-08-20 09:00:00,21.90453
2021-08-20 10:00:00,21.6881
2021-08-20 11:00:00,21.05701
2021-08-20 12:00:00,20.85545
2021-08-20 13:00:00,16.91706
2021-08-20 14:00:00,9.92874
2021-08-20 15:00:00,9.40284
2021-08-20 16:00:00,9.94787
2021-08-20 17:00:00,10.7791
2021-08-20 18:00:00,11.94033
2021-08-20 19:00:00,13.45107
2021-08-20 20:00:00,15.96667
2021-08-20 21:00:00,18.9033
2021-08-20 22:00:00,29.31667
2021-08-20 23:00:00,29.88489
2021-08-21 00:00:00,18.27143
2021-08-21 01:00:00,22.99287
2021-08-21 02:00:00,31.22488
2021-08-21 03:00:00,33.28675
2021-08-21 04:00:00,29.98575
2021-08-21 05:00:00,30.43165
2021-08-21 06:00:00,30.7136
2021-08-21 07:00:00,30.39036
2021-08-21 08:00:00,28.06444
2021-08-21 09:00:00,28.98801
2021-08-21 10:00:00,21.95227
2021-08-21 11:00:00,13.97163
2021-08-21 12:00:00,11.90736
2021-08-21 13:00:00,9.23684
2021-08-21 14:00:00,8.78538
2021-08-21 15:00:00,10.25829
2021-08-21 16:00:00,6.29078
2021-08-21 17:00:00,4.87028
2021-08-21 18:00:00,4.34279
2021-08-21 19:00:00,6.44681
2021-08-21 20:00:00,6.74171
2021-08-21 21:00:00,6.29314
2021-08-21 22:00:00,6.98588
2021-08-21 23:00:00,5.34279
2021-08-22 00:00:00,4.85377
2021-08-22 01:00:00,4.84434
2021-08-22 02:00:00,3.82075
2021-08-22 03:00:00,5.34515
2021-08-22 04:00:00,3.40189
2021-08-22 05:00:00,3.70644
2021-08-22 06:00:00,3.91924
2021-08-22 07:00:00,4.6974
2021-08-22 08:00:00,5.75294
2021-08-22 09:00:00,7.0622
2021-08-22 10:00:00,7.33491
2021-08-22 11:00:00,8.8818
2021-08-22 12:00:00,12.05687
2021-08-22 13:00:00,10.69359
2021-08-22 14:00:00,6.44811
2021-08-22 15:00:00,3.53991
2021-08-22 16:00:00,2.95047
2021-08-22 17:00:00,2.80615
2021-08-22 18:00:00,2.59338
2021-08-22 19:00:00,3.18353
2021-08-22 20:00:00,4.27791
2021-08-22 21:00:00,3.95294
2021-08-22 22:00:00,4.0283
2021-08-22 23:00:00,6.00236
2021-08-23 00:00:00,4.70519
2021-08-23 01:00:00,4.24823
2021-08-23 02:00:00,4.18676
2021-08-23 03:00:00,3.65566
2021-08-23 04:00:00,4.94563
2021-08-23 05:00:00,5.43192
2021-08-23 06:00:00,7.16429
2021-08-23 07:00:00,9.06147
2021-08-23 08:00:00,8.68957
2021-08-23 09:00:00,9.74163
2021-08-23 10:00:00,9.06147
2021-08-23 11:00:00,8.48227
2021-08-23 12:00:00,7.79621
2021-08-23 13:00:00,5.37352
2021-08-23 14:00:00,5.05869
2021-08-23 15:00:00,6.52482
2021-08-23 16:00:00,6.59906
2021-08-23 17:00:00,5.21513
2021-08-23 18:00:00,5.76235
2021-08-23 19:00:00,7.00711
2021-08-23 20:00:00,7.55083
2021-08-23 21:00:00,8.73986
2021-08-23 22:00:00,8.56398
2021-08-23 23:00:00,7.5537
2021-08-24 00:00:00,8.0782
2021-08-24 01:00:00,7.76303
2021-08-24 02:00:00,7.90024
2021-08-24 03:00:00,8.49406
2021-08-24 04:00:00,8.35
2021-08-24 05:00:00,8.86364
2021-08-24 06:00:00,9.3
2021-08-24 07:00:00,8.61575
2021-08-24 08:00:00,7.93333
2021-08-24 09:00:00,8.37947
2021-08-24 10:00:00,9.60714
2021-08-24 11:00:00,8.18396
2021-08-24 12:00:00,10.09069
2021-08-24 16:00:00,5.89598
2021-08-24 17:00:00,5.83175
2021-08-24 18:00:00,6.04953
2021-08-24 19:00:00,6.56501
2021-08-24 20:00:00,6.30569
2021-08-24 21:00:00,6.4539
2021-08-24 22:00:00,6.00237
2021-08-24 23:00:00,5.75177
2021-08-25 00:00:00,6.15802
2021-08-25 01:00:00,5.83294
2021-08-25 02:00:00,6.32388
2021-08-25 03:00:00,6.83175
2021-08-25 04:00:00,7.00236
2021-08-25 05:00:00,7.70546
2021-08-25 06:00:00,7.48113
2021-08-25 07:00:00,8.32542
2021-08-25 08:00:00,8.35238
2021-08-25 09:00:00,9.04337
2021-08-25 10:00:00,9.14184
2021-08-25 11:00:00,8.2104
2021-08-25 12:00:00,8.70686
2021-08-25 13:00:00,9.14929
2021-08-25 14:00:00,11.23515
2021-08-25 15:00:00,12.65238
2021-08-25 16:00:00,11.18957
2021-08-25 17:00:00,10.16627
2021-08-25 18:00:00,11.77619
2021-08-25 19:00:00,12.68171
2021-08-25 20:00:00,15.46539
2021-08-25 21:00:00,14.97857
2021-08-25 22:00:00,16.83771
2021-08-25 23:00:00,15.25359
2021-08-26 00:00:00,24.57794
2021-08-26 01:00:00,19.02143
2021-08-26 02:00:00,22.17184
2021-08-26 03:00:00,16.61575
2021-08-26 04:00:00,14.26014
2021-08-26 05:00:00,13.28266
2021-08-26 06:00:00,12.88416
2021-08-26 07:00:00,13.0
2021-08-26 08:00:00,13.45261
2021-08-26 09:00:00,13.52153
2021-08-26 10:00:00,12.08076
2021-08-26 11:00:00,10.83886
2021-08-26 12:00:00,10.32297
2021-08-26 13:00:00,11.28741
2021-08-26 14:00:00,9.69121
2021-08-26 15:00:00,9.66825
2021-08-26 16:00:00,10.15439
2021-08-26 17:00:00,9.21277
2021-08-26 18:00:00,6.81754
2021-08-26 19:00:00,5.513
2021-08-26 20:00:00,4.77541
2021-08-26 21:00:00,5.54245
2021-08-26 22:00:00,5.95724
2021-08-26 23:00:00,4.15094
2021-08-27 00:00:00,4.61283
2021-08-27 01:00:00,4.51415
2021-08-27 02:00:00,6.0545
2021-08-27 03:00:00,7.89573
2021-08-27 04:00:00,8.94787
2021-08-27 05:00:00,9.41093
2021-08-27 06:00:00,9.8381
2021-08-27 07:00:00,10.09026
2021-08-27 08:00:00,8.86698
2021-08-27 09:00:00,9.02387
2021-08-27 10:00:00,7.69194
2021-08-27 11:00:00,9.37825
2021-08-27 12:00:00,15.95745
2021-08-27 13:00:00,30.53919
2021-08-27 14:00:00,46.34293
2021-08-27 15:00:00,44.32854
2021-08-27 16:00:00,37.62588
2021-08-27 17:00:00,35.09456
2021-08-27 18:00:00,34.52019
2021-08-27 19:00:00,33.1899
2021-08-27 20:00:00,29.02632
2021-08-27 21:00:00,21.3445
2021-08-27 22:00:00,12.84286
2021-08-27 23:00:00,14.96897
2021-08-28 00:00:00,15.35971
2021-08-28 01:00:00,16.26429
2021-08-28 02:00:00,36.0628
2021-08-28 03:00:00,38.00955
2021-08-28 04:00:00,40.33094
2021-08-28 05:00:00,39.66906
2021-08-28 06:00:00,39.8726
2021-08-28 07:00:00,39.2506
2021-08-28 08:00:00,36.50971
2021-08-28 09:00:00,33.10287
2021-08-28 10:00:00,29.59569
2021-08-28 11:00:00,25.77725
2021-08-28 12:00:00,32.66114
2021-08-28 13:00:00,39.39286
2021-08-28 14:00:00,36.83373
2021-08-28 15:00:00,32.9715
2021-08-28 16:00:00,33.82898
2021-08-28 17:00:00,33.58907
2021-08-28 18:00:00,30.88783
2021-08-28 19:00:00,19.74109
2021-08-28 20:00:00,14.17143
2021-08-28 21:00:00,11.55344
2021-08-28 22:00:00,14.81429
2021-08-28 23:00:00,15.40909
2021-08-29 00:00:00,15.9455
2021-08-29 01:00:00,18.48931
2021-08-29 02:00:00,10.74641
2021-08-29 03:00:00,10.6969
2021-08-29 04:00:00,10.13033
2021-08-29 05:00:00,8.84397
2021-08-29 06:00:00,8.46651
2021-08-29 07:00:00,7.11111
2021-08-29 08:00:00,5.67139
2021-08-29 09:00:00,6.12679
2021-08-29 10:00:00,6.94076
2021-08-29 11:00:00,7.99287
2021-08-29 12:00:00,6.83135
2021-08-29 13:00:00,8.57007
2021-08-29 14:00:00,11.32619
2021-08-29 15:00:00,11.18377
2021-08-29 16:00:00,12.65083
2021-08-29 17:00:00,12.1327
2021-08-29 18:00:00,11.64354
2021-08-29 19:00:00,12.11876
2021-08-29 20:00:00,14.80907
2021-08-29 21:00:00,18.64029
2021-08-29 22:00:00,22.42823
2021-08-29 23:00:00,23.1
2021-08-30 00:00:00,18.80523
2021-08-30 01:00:00,16.22619
2021-08-30 02:00:00,16.12619
2021-08-30 03:00:00,21.46778
2021-08-30 04:00:00,18.83933
2021-08-30 05:00:00,21.00718
2021-08-30 06:00:00,22.64455
2021-08-30 07:00:00,23.42344
2021-08-30 08:00:00,22.09592
2021-08-30 09:00:00,22.58795
2021-08-30 10:00:00,23.13777
2021-08-30 11:00:00,21.64678
2021-08-30 12:00:00,20.70755
2021-08-30 13:00:00,17.77123
2021-08-30 14:00:00,15.14727
2021-08-30 15:00:00,14.63981
2021-08-30 16:00:00,9.90024
2021-08-30 17:00:00,9.44656
2021-08-30 18:00:00,8.54265
2021-08-30 19:00:00,8.27512
2021-08-30 20:00:00,8.43468
2021-08-30 21:00:00,7.33097
2021-08-30 22:00:00,7.16787
2021-08-30 23:00:00,8.13126
2021-08-31 00:00:00,8.3436
2021-08-31 01:00:00,7.18246
2021-08-31 02:00:00,7.12352
2021-08-31 03:00:00,7.8361
2021-08-31 04:00:00,7.70406
2021-08-31 05:00:00,7.06398
2021-08-31 06:00:00,6.98329
2021-08-31 07:00:00,7.10377
2021-08-31 08:00:00,6.5867
2021-08-31 09:00:00,7.8125
2021-08-31 10:00:00,6.41469
2021-08-31 11:00:00,4.96948
2021-08-31 12:00:00,3.95305
2021-08-31 13:00:00,4.24292
2021-08-31 14:00:00,3.12941
2021-08-31 15:00:00,3.48349
2021-08-31 16:00:00,3.36385
2021-08-31 17:00:00,3.73113
2021-08-31 18:00:00,3.34988
2021-08-31 19:00:00,4.32151
2021-08-31 20:00:00,5.30118
2021-08-31 21:00:00,4.74171
2021-08-31 22:00:00,3.55556
2021-08-31 23:00:00,4.61466
