timestamp,co,pm
2020-09-01 12:00:00,0.191881064258949,22.07943464734428
2020-09-01 13:00:00,0.1433949964239109,15.44422900824349
2020-09-01 14:00:00,0.133466628221905,17.5992750125377
2020-09-01 15:00:00,0.0546239614277577,10.063399911572652
2020-09-01 16:00:00,0.0368618065796547,9.291733055310896
2020-09-01 17:00:00,0.0394883177652117,10.939533382286031
2020-09-01 18:00:00,0.0600409130191886,12.340851968333489
2020-09-01 19:00:00,0.0664475751293803,9.492878219291772
2020-09-01 20:00:00,0.0743262469593629,9.82690970550237
2020-09-01 21:00:00,0.0824614034446063,11.758111015386907
2020-09-01 22:00:00,0.0738254495944785,10.055360134636215
2020-09-01 23:00:00,0.0843648342522091,11.56352431339955
2020-09-02 00:00:00,0.112532009604291,14.75126119414438
2020-09-02 01:00:00,0.0968873409140465,11.411616808507532
2020-09-02 02:00:00,0.0780630357555408,11.395965102778217
2020-09-02 03:00:00,0.059632912629389,11.217872134271277
2020-09-02 04:00:00,0.0633221229368902,11.32089715895783
2020-09-02 05:00:00,0.0749342051146952,11.979357627661829
2020-09-02 06:00:00,0.0822493013630361,10.669797104510469
2020-09-02 07:00:00,0.084217844217548,10.779798917959509
2020-09-02 08:00:00,0.0866739156809721,12.34394657967126
2020-09-02 09:00:00,0.0924064458393484,12.758458014844308
2020-09-02 10:00:00,0.1080549994844711,14.676968641648516
2020-09-02 11:00:00,0.1302596338598829,17.164854108625278
2020-09-02 12:00:00,0.1278283524043266,17.76538224586608
2020-09-02 13:00:00,0.0511301621799639,9.717285419500737
2020-09-02 14:00:00,0.0377182065783504,8.217932527542908
2020-09-02 15:00:00,0.0344125827836047,8.996663469506622
2020-09-02 16:00:00,0.0292232815541948,8.751742105110777
2020-09-02 17:00:00,0.0215759550290078,9.642228713916891
2020-09-02 18:00:00,0.0253097869142527,9.562105909290752
2020-09-02 19:00:00,0.0685331445178171,11.428423793660562
2020-09-02 20:00:00,0.0779074179143203,11.566992863525478
2020-09-02 21:00:00,0.0828119920099907,9.545900533188066
2020-09-02 22:00:00,0.0845405061447099,10.283512306688731
2020-09-02 23:00:00,0.0833401196973611,9.882980226010314
2020-09-03 00:00:00,0.0837179685349457,9.516275375309522
2020-09-03 01:00:00,0.0818030477614548,8.480026841573595
2020-09-03 02:00:00,0.0813522484412552,8.26164580529498
2020-09-03 03:00:00,0.0671251814843807,9.750615555241238
2020-09-03 04:00:00,0.0600770594265891,9.239549853900629
2020-09-03 05:00:00,0.0598814357403351,7.886192349363736
2020-09-03 06:00:00,0.0617124179347676,7.821854872204319
2020-09-03 07:00:00,0.0622699069321999,8.18751271427063
2020-09-03 08:00:00,0.0859088598998361,4.94790051170569
2020-09-03 09:00:00,0.0993672630643254,5.03836511736593
2020-09-03 10:00:00,0.1187414768861813,13.683076437346328
2020-09-03 11:00:00,0.1691236070131488,30.124240149717775
2020-09-03 12:00:00,0.198630253897334,56.59061211034239
2020-09-03 13:00:00,0.1334129151434754,27.26731677329821
2020-09-03 14:00:00,0.0860029600770122,19.69454818853823
2020-09-03 15:00:00,0.07342039492178,10.17699751460676
2020-09-03 16:00:00,0.0655221789183562,10.635186841052136
2020-09-03 17:00:00,0.0417549957218263,8.361788489996066
